ResourceID,Geometric Place Expression,Archaeological Assessor,GridID,Place Name,Name Type,Archaeological Assessment Date,Heritage Place Function Type,Heritage Place Function Certainty,Heritage Place Function Sub-type,Heritage Place Function Sub-type Certainty,Site Feature Interpretation Type,Site Feature Interpretation Sub-type,Site Feature Interpretation Certainty,Site Feature Form Type,Site Feature Shape Type,Diameter,Length,Width,Central Mound Diameter,Archaeological Assessment Activity Type,Archaeological Assessment Activity Sub-type,Overall Condition Assessment,Disturbance Cause Category,Disturbance Cause Type,Disturbance Cause Certainty,Damage Effect,Damage Effect Certainty,Threat Driver Type,Threat Type,Threat Probability,Remark,Remark Type,Cultural Period Type,30m SRTN Elevation,Aimag,Soum,Bag,NCCH_Reg
ML-0001,"POLYGON ((91.1124783760897 48.9886079702826,91.1124730116717 48.9886079133461,91.1124676472536 48.9886079836036,91.1124622828356 48.9886082364876,91.1124569184176 48.9886088537652,91.1124535407725 48.9886097999854,91.1124515539995 48.9886106308286,91.1124461895815 48.9886128436172,91.1124452312288 48.9886133201649,91.1124408251635 48.9886160026258,91.1124397319145 48.9886168403442,91.1124359626774 48.9886203605233,91.1124354607455 48.9886208286916,91.1124335348723 48.988623880702,91.1124325015408 48.9886274008806,91.1124320916133 48.9886309210589,91.1124318761722 48.9886344412369,91.1124318031579 48.9886379614147,91.1124318257498 48.9886414815922,91.1124319865121 48.9886450017695,91.1124323761396 48.9886485219466,91.1124336442299 48.9886520421234,91.1124354607455 48.9886550470788,91.1124359047244 48.9886555622999,91.1124388819371 48.9886590824762,91.1124408251635 48.9886608088321,91.1124438226761 48.9886626026523,91.1124461895815 48.9886640015699,91.112450154942 48.9886661228281,91.1124515539995 48.9886666157042,91.1124569184176 48.9886676852497,91.1124622828356 48.9886681018526,91.1124676472536 48.9886682406486,91.1124730116717 48.988668270943,91.1124783760897 48.9886682490279,91.1124837405077 48.9886681892983,91.1124891049257 48.9886679385632,91.1124944693438 48.9886673485728,91.1124996674335 48.9886661228281,91.1124998337618 48.9886660560083,91.1125051981798 48.9886637390177,91.1125071194692 48.9886626026523,91.1125105625978 48.9886603075766,91.1125120880387 48.9886590824762,91.1125159270159 48.9886559763245,91.1125163068209 48.9886555622999,91.1125184019693 48.9886520421234,91.1125192463805 48.9886485219466,91.1125195747808 48.9886450017695,91.1125197280125 48.9886414815922,91.1125197731962 48.9886379614147,91.1125197515866 48.9886344412369,91.1125196582725 48.9886309210589,91.1125194267879 48.9886274008806,91.1125188171354 48.988623880702,91.1125170212472 48.9886203605233,91.1125159270159 48.9886193038679,91.1125127114428 48.9886168403442,91.1125105625978 48.9886151992841,91.1125075005838 48.9886133201649,91.1125051981798 48.9886120164266,91.1124998337618 48.9886098240492,91.112499750925 48.9886097999854,91.1124944693438 48.988608834858,91.1124891049257 48.9886083293048,91.1124837405077 48.9886081019885,91.1124783760897 48.9886079702826))",,,,,2022-05-02,Funerary,,,,,,,Mound,,10,,,,,,,,,,,,,,,,,,,,,,
ML-0002,"POLYGON ((91.2443304068438 48.9333511571838,91.2443250424258 48.9333511444933,91.2443196780077 48.9333511707346,91.2443143135897 48.9333512516095,91.2443089491716 48.9333514750911,91.2443035847536 48.9333520065856,91.2442982203356 48.9333530018204,91.244294249409 48.933354615017,91.2442928559175 48.9333556891908,91.2442909451056 48.9333581390986,91.244289508395 48.93336166318,91.2442886918142 48.9333651872611,91.2442883539188 48.933368711342,91.2442882691175 48.9333722354226,91.2442883152835 48.933375759503,91.2442885159907 48.9333792835831,91.2442890107195 48.9333828076629,91.2442901039685 48.9333863317425,91.2442925596042 48.9333898558219,91.2442928559175 48.9333901393141,91.244296475852 48.933393379901,91.2442982203356 48.9333947530529,91.2443013733719 48.9333969039798,91.2443035847536 48.9333979824547,91.2443089491716 48.9333992644071,91.2443143135897 48.933399934851,91.2443196780077 48.9334001723133,91.2443250424258 48.9334002138262,91.2443304068438 48.9334001490833,91.2443357712618 48.9333999271076,91.2443411356798 48.9333993900212,91.2443465000979 48.9333985597635,91.2443518645159 48.9333972042493,91.2443526165953 48.9333969039798,91.244357228934 48.9333944329949,91.2443584122229 48.933393379901,91.244360816454 48.9333898558219,91.2443617843019 48.9333863317425,91.2443621758939 48.9333828076629,91.2443623314175 48.9333792835831,91.2443623723448 48.933375759503,91.2443623304352 48.9333722354226,91.2443621942293 48.933368711342,91.2443618691031 48.9333651872611,91.2443609732873 48.93336166318,91.2443589989561 48.9333581390986,91.244357228934 48.9333565469813,91.2443544072448 48.933354615017,91.2443518645159 48.9333533132749,91.2443465000979 48.933351972816,91.2443411356798 48.9333514329329,91.2443357712618 48.9333512242927,91.2443304068438 48.9333511571838))",,,,,2022-05-02,Funerary,,,,,,,Mound,,8,,,,,,,,,,,,,,,,,,,,,,
ML-0003,"POLYGON ((91.334420443236 48.9294946892661,91.334415078818 48.9294946653888,91.3344097143999 48.9294946942136,91.3344043499819 48.9294948211281,91.3343989855638 48.9294951586349,91.3343939181141 48.9294955963828,91.3343936211458 48.9294956387594,91.3343882567278 48.929496486721,91.3343828923097 48.9294975284964,91.3343775278917 48.9294986971862,91.3343761062424 48.9294991207368,91.3343721634737 48.9295005163671,91.3343672260089 48.9295026450906,91.3343667990557 48.9295028023356,91.3343614346377 48.9295043663966,91.3343560702196 48.9295059926241,91.3343555722167 48.9295061694441,91.3343507058016 48.9295076539145,91.3343453413836 48.9295095479531,91.3343450214961 48.9295096937973,91.3343399769656 48.9295121038835,91.3343376958437 48.9295132181504,91.3343346125475 48.929514927625,91.3343317348699 48.9295167425032,91.3343292481295 48.9295187182831,91.3343271762278 48.9295202668556,91.3343238837115 48.9295236460091,91.3343237560184 48.9295237912079,91.3343192733373 48.9295273155599,91.3343185192935 48.9295279309878,91.3343157555573 48.9295308399116,91.3343131997316 48.9295343642632,91.3343131548754 48.9295344264298,91.3343103125589 48.9295378886144,91.3343077904574 48.9295410141528,91.3343074921795 48.9295414129655,91.3343048430397 48.9295449373163,91.3343024260394 48.929547385475,91.3343013445773 48.9295484616668,91.3342989540979 48.9295519860171,91.3342971955353 48.9295555103671,91.3342970616213 48.9295558128107,91.334295625893 48.9295590347168,91.3342942517192 48.9295625590664,91.3342930360159 48.9295660834157,91.3342918343915 48.9295696077647,91.3342916972033 48.9295701111202,91.3342911445215 48.9295731321135,91.334290635059 48.929576656462,91.3342904202728 48.9295801808103,91.3342902582007 48.9295837051583,91.3342903547891 48.9295872295061,91.3342904805176 48.9295907538537,91.3342908721097 48.9295942782009,91.3342913396627 48.929597802548,91.3342916972033 48.9295995733258,91.3342921991352 48.9296013268948,91.3342932226441 48.9296048512413,91.3342944802571 48.9296083755876,91.3342956851557 48.9296118999337,91.3342968674624 48.9296154242794,91.3342970616213 48.9296158938624,91.3342983254552 48.929618948625,91.334300348899 48.9296224729703,91.3343024260394 48.9296254434099,91.3343028045347 48.9296259973153,91.3343050908952 48.9296295216602,91.3343073343639 48.9296330460047,91.3343077904574 48.9296336762739,91.3343101701321 48.929636570349,91.3343131548754 48.929639630273,91.3343135667673 48.9296400946931,91.3343165449623 48.9296436190369,91.3343185192935 48.9296456759078,91.3343204235571 48.9296471433805,91.3343238837115 48.9296496119695,91.3343251612969 48.9296506677237,91.3343292481295 48.9296540827916,91.3343294079096 48.9296541920668,91.3343339986386 48.9296577164097,91.3343346125475 48.9296581485632,91.3343399769656 48.9296611583655,91.3343401763632 48.9296612407522,91.3343453413836 48.9296638820729,91.3343469571919 48.9296647650945,91.3343507058016 48.9296664900517,91.3343560702196 48.9296680738976,91.3343568445634 48.9296682894365,91.3343614346377 48.9296697014104,91.3343667990557 48.929671393671,91.3343680756588 48.9296718137784,91.3343721634737 48.9296730099981,91.3343775278917 48.9296743641076,91.3343828923097 48.9296753058536,91.3343830779558 48.9296753381199,91.3343882567278 48.9296763123474,91.3343936211458 48.92967737606,91.3343989855638 48.9296782605871,91.3344043090547 48.9296788624612,91.3344043499819 48.9296788661181,91.3344097143999 48.9296793178464,91.334415078818 48.9296797224659,91.334420443236 48.9296797259076,91.334425807654 48.9296796843916,91.3344311720721 48.929679673206,91.3344365364901 48.9296796075979,91.3344419009081 48.9296794314238,91.3344472653261 48.9296789330169,91.3344477404098 48.9296788624612,91.3344526297441 48.929677858764,91.3344579941622 48.9296768098939,91.3344633585802 48.9296757414488,91.3344648444036 48.9296753381199,91.3344687229983 48.9296744105711,91.3344740874163 48.9296731749865,91.3344791168856 48.9296718137784,91.3344794518344 48.9296716997707,91.3344848162524 48.9296695983733,91.3344876002884 48.9296682894365,91.3344901806704 48.9296672117416,91.3344955064531 48.9296647650945,91.3344955450884 48.9296647425081,91.3345009095064 48.9296617258225,91.3345018030304 48.9296612407522,91.3345062739245 48.9296585243583,91.3345074251265 48.9296577164097,91.3345116383425 48.9296547524253,91.3345124117041 48.9296541920668,91.334516451061 48.9296506677237,91.3345170027605 48.9296501342538,91.3345205709629 48.9296471433805,91.3345223671786 48.9296455758823,91.3345241018396 48.9296436190369,91.3345273914092 48.9296400946931,91.3345277315966 48.9296397485829,91.3345309491342 48.929636570349,91.3345330960146 48.9296337580152,91.334533556037 48.9296330460047,91.334535466849 48.9296295216602,91.3345371654941 48.9296259973153,91.3345384604327 48.9296234084792,91.3345390278482 48.9296224729703,91.3345408067107 48.929618948625,91.3345420823316 48.9296154242794,91.3345430963454 48.9296118999337,91.3345438248507 48.9296094491968,91.3345441499768 48.9296083755876,91.3345452291469 48.9296048512413,91.3345459458651 48.9296013268948,91.334546591861 48.929597802548,91.3345471903812 48.9295942782009,91.3345477695839 48.9295907538537,91.3345479876443 48.9295872295061,91.3345481827855 48.9295837051583,91.3345480960197 48.9295801808103,91.3345477836628 48.929576656462,91.334546299804 48.9295731321135,91.3345451518762 48.9295696077647,91.3345445147206 48.9295660834157,91.3345438248507 48.9295638546692,91.3345434126313 48.9295625590664,91.3345414762807 48.9295590347168,91.3345394901626 48.9295555103671,91.3345384604327 48.9295539019953,91.3345374657365 48.9295519860171,91.3345361053143 48.9295484616668,91.33453504317 48.9295449373163,91.3345333694087 48.9295414129655,91.3345330960146 48.9295409674741,91.3345309114811 48.9295378886144,91.3345281081274 48.9295343642632,91.3345277315966 48.929533960503,91.3345251512146 48.9295308399116,91.3345223671786 48.9295282411755,91.334521148201 48.9295273155599,91.3345170027605 48.9295241839976,91.3345165754799 48.9295237912079,91.3345123730687 48.9295202668556,91.3345116383425 48.9295197671565,91.3345063272936 48.9295167425032,91.3345062739245 48.9295167130332,91.3345009095064 48.9295142044271,91.334498568467 48.9295132181504,91.3344955450884 48.9295118175729,91.3344908908402 48.9295096937973,91.3344901806704 48.9295093724238,91.3344848162524 48.929507446764,91.3344803391373 48.9295061694441,91.3344794518344 48.9295058910924,91.3344740874163 48.9295042035587,91.3344688945653 48.9295026450906,91.3344687229983 48.9295025887319,91.3344633585802 48.9295011178133,91.3344579941622 48.929499347032,91.3344573042923 48.9294991207368,91.3344526297441 48.9294975736693,91.3344472653261 48.9294967192544,91.3344419009081 48.9294958424681,91.3344404619056 48.9294955963828,91.3344365364901 48.9294951833725,91.3344311720721 48.9294948957711,91.334425807654 48.9294947344391,91.334420443236 48.9294946892661))",,,,,2022-05-02,Funerary,,,,,,,Mound,,28,,,,,,,,,,,,,,,,,,,,,,
ML-0004,"POLYGON ((91.3347637659899 48.9296869544203,91.3347584015718 48.9296869141949,91.3347530371538 48.9296869184971,91.3347476727358 48.9296869686175,91.3347423083178 48.9296871383381,91.3347369438998 48.9296875767297,91.3347315794817 48.9296886983063,91.3347292521939 48.9296894354837,91.3347262150637 48.9296906381563,91.3347208506457 48.9296927879522,91.3347205340324 48.9296929598241,91.3347160074772 48.9296964841642,91.3347154862276 48.9296969395491,91.3347136674201 48.9297000085039,91.3347127847009 48.9297035328435,91.3347123649509 48.9297070571829,91.3347121580227 48.9297105815219,91.3347120797698 48.9297141058608,91.3347121537663 48.9297176301994,91.3347124176653 48.9297211545377,91.3347131216141 48.9297246788758,91.3347148218963 48.9297282032136,91.3347154862276 48.9297290062136,91.334718352773 48.9297317275511,91.3347208506457 48.929733864869,91.3347228826023 48.9297352518885,91.3347262150637 48.9297371304308,91.3347296480424 48.9297387762256,91.3347315794817 48.9297396962445,91.3347369438998 48.9297418735722,91.3347381936546 48.9297423005624,91.3347423083178 48.929743269841,91.3347476727358 48.9297438837605,91.3347530371538 48.9297442171786,91.3347584015718 48.9297442976292,91.3347637659899 48.9297442636421,91.3347691304079 48.929744100805,91.334774494826 48.9297437118889,91.334779859244 48.9297428977035,91.3347823322328 48.9297423005624,91.334785223662 48.929741323755,91.3347898671054 48.9297387762256,91.3347905880801 48.9297383681648,91.334795856892 48.9297352518885,91.3347959524981 48.9297351942394,91.3347986700682 48.9297317275511,91.3347994607829 48.9297282032136,91.3347997816527 48.9297246788758,91.3347998942845 48.9297211545377,91.334799922115 48.9297176301994,91.3347999198231 48.9297141058608,91.3347998834797 48.9297105815219,91.3347997354867 48.9297070571829,91.3347994070864 48.9297035328435,91.3347985508881 48.9297000085039,91.3347963234628 48.9296964841642,91.3347959524981 48.9296961466587,91.3347907305069 48.9296929598241,91.3347905880801 48.9296928817396,91.334785223662 48.9296902131015,91.3347838223126 48.9296894354837,91.334779859244 48.929687979198,91.334774494826 48.9296873680742,91.3347691304079 48.9296870742358,91.3347637659899 48.9296869544203))",,,,,2022-05-02,Funerary,,,,,,,Mound,,10,,,,,,,,,,,,,,,,,,,,,,
ML-0005,"POLYGON ((91.3277095562808 48.9285363575272,91.3277041918627 48.9285363284868,91.3276988274447 48.9285363312833,91.3276934630266 48.9285363405332,91.3276880986086 48.9285363702189,91.3276827341906 48.9285364306658,91.3276773697725 48.9285365321995,91.3276720053546 48.928536733761,91.3276679594492 48.9285369628569,91.3276666409365 48.9285370820299,91.3276612765185 48.9285376340114,91.3276559121005 48.9285385785754,91.3276505476824 48.9285398516179,91.327648470542 48.9285404872786,91.3276451832644 48.9285416990136,91.3276403797135 48.9285440117,91.3276398188464 48.928544252197,91.3276344544283 48.9285464540998,91.3276322335514 48.9285475361212,91.3276290900103 48.9285492744541,91.3276256233075 48.9285510605421,91.3276237255923 48.9285518846422,91.3276183611743 48.928554308757,91.3276178481101 48.9285545849628,91.3276129967562 48.9285574806064,91.3276121811577 48.9285581093833,91.3276078166746 48.9285616338034,91.3276076323382 48.9285617424358,91.3276022679201 48.9285650977765,91.327602192614 48.9285651582233,91.3275997251913 48.928568682643,91.3275982059713 48.9285722070624,91.3275971641269 48.9285757314816,91.3275969035021 48.9285790410022,91.3275968894231 48.9285792559006,91.3275966651417 48.9285827803192,91.3275965472712 48.9285863047377,91.3275965106004 48.9285898291559,91.327596486044 48.9285933535739,91.3275964850618 48.9285968779915,91.3275965214052 48.928600402409,91.3275965934372 48.9286039268262,91.3275967070512 48.9286074512431,91.3275969035021 48.9286102010367,91.3275969742244 48.9286109756598,91.3275974591307 48.9286145000763,91.3275981961488 48.9286180244924,91.327599304459 48.9286215489084,91.3276010574554 48.9286250733241,91.3276022679201 48.9286270773192,91.3276032472277 48.9286285977395,91.3276059402415 48.9286321221547,91.3276076323382 48.9286337505618,91.3276097939524 48.9286356465697,91.3276129967562 48.9286389291972,91.3276132649116 48.9286391709844,91.3276183611743 48.9286423451946,91.3276189662428 48.9286426953988,91.3276237255923 48.928645516393,91.3276247360045 48.9286462198131,91.3276290900103 48.9286491881595,91.3276301027145 48.9286497442271,91.3276344544283 48.9286516890649,91.3276377020884 48.9286532686407,91.3276398188464 48.9286543190382,91.3276451832644 48.9286565273895,91.3276460135967 48.9286567930542,91.3276505476824 48.9286584694307,91.3276559121005 48.9286600991276,91.3276566802233 48.9286603174674,91.3276612765185 48.9286614382067,91.3276666409365 48.9286623935239,91.3276720053546 48.928663000358,91.3276773697725 48.9286635134027,91.3276808384398 48.9286638418804,91.3276827341906 48.9286639638495,91.3276880986086 48.9286640767838,91.3276934630266 48.9286641641198,91.3276988274447 48.9286642211248,91.3277041918627 48.9286642239212,91.3277095562808 48.9286641654105,91.3277149206988 48.9286640907662,91.3277202851168 48.928664016122,91.3277232011023 48.9286638418804,91.3277256495348 48.9286636241859,91.3277310139528 48.9286630263866,91.3277363783709 48.9286622313286,91.3277417427889 48.928660877837,91.3277438850855 48.9286603174674,91.3277471072069 48.9286594131319,91.327752471625 48.9286577784874,91.3277548136466 48.9286567930542,91.327757836043 48.9286557153375,91.3277629385265 48.9286532686407,91.3277632004611 48.9286531038641,91.3277685648791 48.9286501905868,91.3277693555938 48.9286497442271,91.3277739292971 48.9286469832497,91.3277751276474 48.9286462198131,91.3277792937151 48.9286434186094,91.3277802946322 48.9286426953988,91.3277845723497 48.9286391709844,91.3277846581332 48.9286391006424,91.3277891555481 48.9286356465697,91.3277900225512 48.9286348416161,91.3277924084468 48.9286321221547,91.3277951325653 48.9286285977395,91.3277953869692 48.9286282877613,91.3277980217026 48.9286250733241,91.3278000870559 48.9286215489084,91.3278007513872 48.9286198677981,91.3278014828393 48.9286180244924,91.3278027145861 48.9286145000763,91.3278037037162 48.9286109756598,91.3278042734237 48.9286074512431,91.3278046456981 48.9286039268262,91.3278048175926 48.928600402409,91.327804749817 48.9285968779915,91.3278044119215 48.9285933535739,91.3278041339435 48.9285898291559,91.3278031533264 48.9285863047377,91.3278015827018 48.9285827803192,91.3278007513872 48.9285813304546,91.3277995625322 48.9285792559006,91.3277978586484 48.9285757314816,91.3277953869692 48.9285726026561,91.3277950670818 48.9285722070624,91.3277925178045 48.928568682643,91.3277900716639 48.9285651582233,91.3277900225512 48.9285650863754,91.3277870633464 48.9285616338034,91.3277846581332 48.9285591316028,91.3277835678309 48.9285581093833,91.3277795972317 48.9285545849628,91.3277792937151 48.9285543509193,91.3277748968175 48.9285510605421,91.3277739292971 48.9285503655102,91.327769434829 48.9285475361212,91.3277685648791 48.9285469553145,91.3277632669269 48.9285440117,91.3277632004611 48.9285439800784,91.327757836043 48.9285421262292,91.3277532246866 48.9285404872786,91.327752471625 48.928540264636,91.3277471072069 48.9285389578208,91.3277417427889 48.9285380046523,91.3277363783709 48.9285375550648,91.3277313207436 48.9285369628569,91.3277310139528 48.9285369396246,91.3277256495348 48.9285366380353,91.3277202851168 48.9285365104729,91.3277149206988 48.928536416038,91.3277095562808 48.9285363575272))",,,,,2022-05-02,Funerary,,,,,,,Mound,,21,,,,,,,,,,,,,,,,,,,,,,
ML-0006,"POLYGON ((91.1930519348971 48.9062205312887,91.193046570479 48.9062205117047,91.193041206061 48.9062205250476,91.193035841643 48.906220571533,91.193030477225 48.9062206780618,91.1930251128069 48.9062208648639,91.1930197483889 48.9062214799334,91.19301570674 48.9062223887641,91.1930143839709 48.9062229029002,91.1930090195529 48.9062255043557,91.1930084089181 48.9062259147606,91.1930036551348 48.906229222319,91.1930033588214 48.9062294407568,91.1929993538433 48.9062329667528,91.1929982907168 48.9062340049244,91.192995887468 48.9062364927485,91.1929931685881 48.906240018744,91.1929929262988 48.9062403150877,91.1929912695632 48.9062435447391,91.1929905230499 48.9062470707341,91.1929902676639 48.9062505967289,91.1929901163967 48.9062541227233,91.1929900584436 48.9062576487176,91.1929901249095 48.9062611747116,91.1929903115379 48.9062647007053,91.1929907761441 48.9062682266987,91.1929916195731 48.906271752692,91.1929929262988 48.9062743367128,91.1929935912849 48.906275278685,91.1929959421468 48.9062788046777,91.1929982907168 48.9062812686113,91.1929993914964 48.9062823306702,91.1930036513695 48.9062858591374,91.1930086590655 48.9062893826545,91.1930090195529 48.9062896189544,91.1930143839709 48.9062920447954,91.1930163858051 48.9062929086461,91.1930197483889 48.9062942767326,91.1930251128069 48.9062960171313,91.193026493529 48.9062964346376,91.193030477225 48.9062972315581,91.193035841643 48.9062977413893,91.193041206061 48.9062978866557,91.193046570479 48.906297953801,91.1930519348971 48.9062979318497,91.1930572993151 48.9062978556655,91.1930626637331 48.9062975481312,91.1930680281512 48.9062969728765,91.1930722282705 48.9062964346376,91.1930733925691 48.9062962084525,91.1930787569872 48.9062946808959,91.1930841214052 48.9062933388498,91.1930852444493 48.9062929086461,91.1930894858232 48.9062912797258,91.1930930520611 48.9062893826545,91.1930948502413 48.9062883109113,91.193098587064 48.9062858566624,91.1931002146593 48.9062846161949,91.1931017659663 48.9062823306702,91.1931028516847 48.9062788046777,91.1931031702625 48.906275278685,91.1931032989378 48.906271752692,91.1931033333167 48.9062682266987,91.1931033516521 48.9062647007053,91.1931033591827 48.9062611747116,91.1931033493601 48.9062576487176,91.1931033375731 48.9062541227233,91.1931032989378 48.9062505967289,91.1931031961285 48.9062470707341,91.1931029685729 48.9062435447391,91.1931024191654 48.906240018744,91.1931007264138 48.9062364927485,91.1931002146593 48.9062358193574,91.1930973124254 48.9062329667528,91.1930948502413 48.9062308497349,91.1930929780646 48.9062294407568,91.1930894858232 48.9062268210088,91.1930877970007 48.9062259147606,91.1930841214052 48.9062241948043,91.1930796547676 48.9062223887641,91.1930787569872 48.9062221490205,91.1930733925691 48.9062213232606,91.1930680281512 48.9062208627118,91.1930626637331 48.9062206696686,91.1930572993151 48.906220560342,91.1930519348971 48.9062205312887))",,,,,2022-05-02,Funerary,,,,,,,Mound,,12,,,,,,,,,,,,,,,,,,,,,,
ML-0007,"POLYGON ((91.1913996941439 48.9054654899015,91.1913943297258 48.9054654735453,91.1913889653078 48.9054655159422,91.1913836008898 48.9054656577676,91.1913782364718 48.9054660074888,91.1913728720537 48.9054669270939,91.1913706587074 48.9054678197975,91.1913675076357 48.9054695462361,91.1913647213077 48.9054713458472,91.1913621432177 48.9054730580817,91.1913598601314 48.9054748718966,91.1913567787996 48.9054777886779,91.1913561426263 48.9054783979459,91.1913540749811 48.9054819239948,91.1913532498874 48.9054854500435,91.1913529794401 48.905488976092,91.1913528582954 48.9054925021402,91.1913528163859 48.9054960281881,91.1913528078731 48.9054995542359,91.191352828173 48.9055030802833,91.1913529280354 48.9055066063305,91.1913532908147 48.9055101323775,91.1913543120317 48.9055136584243,91.1913567787996 48.9055163679533,91.1913579074098 48.9055171844707,91.1913621432177 48.9055201612939,91.1913632426876 48.9055207105169,91.1913675076357 48.9055225299257,91.1913728720537 48.9055239468865,91.1913737354552 48.9055242365629,91.1913782364718 48.9055253530867,91.1913836008898 48.9055259989402,91.1913889653078 48.9055262696778,91.1913943297258 48.9055263622193,91.1913996941439 48.9055263297222,91.1914050585619 48.9055261519564,91.1914104229799 48.9055255631344,91.1914156672355 48.9055242365629,91.191415787398 48.9055241900769,91.191421151816 48.9055218543729,91.191423852033 48.9055207105169,91.191426516234 48.9055195208207,91.1914318053459 48.9055171844707,91.1914318806521 48.9055171394912,91.191435722576 48.9055136584243,91.1914372450701 48.9055122227396,91.191438828464 48.9055101323775,91.1914399485613 48.9055066063305,91.1914405107381 48.9055030802833,91.1914408306256 48.9054995542359,91.1914409796009 48.9054960281881,91.1914410342797 48.9054925021402,91.1914410408281 48.905488976092,91.1914409678138 48.9054854500435,91.1914406845972 48.9054819239948,91.1914398617955 48.9054783979459,91.1914374745902 48.9054748718966,91.1914372450701 48.9054746773441,91.1914326026089 48.9054713458472,91.1914318806521 48.9054708437553,91.1914265199993 48.9054678180758,91.191421151816 48.9054663664641,91.191415787398 48.9054658678155,91.1914104229799 48.9054656463613,91.1914050585619 48.9054655385396,91.1913996941439 48.9054654899015))",,,,,2022-05-02,Funerary,,,,,,,Mound,,10,,,,,,,,,,,,,,,,,,,,,,
ML-0008,"POLYGON ((91.191785932242 48.9057477797081,91.191780567824 48.9057477762648,91.191775203406 48.9057477980012,91.1917698389879 48.9057478825794,91.1917644745699 48.9057480857394,91.1917591101519 48.9057485131499,91.1917537457338 48.905749584259,91.1917528230697 48.9057499029877,91.1917483813159 48.9057514729577,91.1917443344282 48.9057534290175,91.1917430168978 48.9057541680547,91.1917376780184 48.9057569550471,91.1917376524798 48.9057569705423,91.1917326613184 48.9057604810764,91.1917322880617 48.9057608267065,91.1917302322035 48.9057640071054,91.191729310849 48.9057675331343,91.1917290423662 48.9057710591628,91.1917289641133 48.9057745851911,91.1917289415214 48.9057781112192,91.1917289339908 48.905781637247,91.1917289438134 48.9057851632745,91.1917289909616 48.9057886893019,91.1917291153804 48.9057922153289,91.19172938681 48.9057957413557,91.1917302859001 48.9057992673824,91.1917322880617 48.9058026793465,91.1917324039678 48.9058027934086,91.1917363349494 48.9058063194347,91.1917376524798 48.9058073294225,91.1917419793099 48.9058098454605,91.1917430168978 48.9058103766026,91.1917483813159 48.9058126720487,91.1917503232326 48.9058133714861,91.1917537457338 48.9058142579423,91.1917591101519 48.9058150182845,91.1917644745699 48.9058153165677,91.1917698389879 48.9058154299841,91.191775203406 48.9058154801285,91.191780567824 48.9058154857239,91.191785932242 48.9058154590377,91.1917912966601 48.9058153862962,91.1917966610781 48.9058152227355,91.1918020254962 48.9058147522831,91.1918073899142 48.9058135866977,91.1918080077521 48.9058133714861,91.1918127543322 48.9058113687277,91.1918154299928 48.9058098454605,91.1918181187502 48.905808035962,91.1918208395946 48.9058063194347,91.1918234831682 48.9058045071382,91.1918257898287 48.9058027934086,91.1918288475863 48.9058003316035,91.191829737836 48.9057992673824,91.1918312947091 48.9057957413557,91.1918318729294 48.9057922153289,91.1918320477707 48.9057886893019,91.191832144359 48.9057851632745,91.1918321810299 48.905781637247,91.1918321852863 48.9057781112192,91.1918321626945 48.9057745851911,91.1918321037592 48.9057710591628,91.1918319492178 48.9057675331343,91.1918314760988 48.9057640071054,91.1918301713376 48.9057604810764,91.1918288475863 48.9057588719381,91.1918264430278 48.9057569550471,91.1918234831682 48.9057549890877,91.1918208543284 48.9057534290175,91.1918181187502 48.9057517852299,91.1918139097906 48.9057499029877,91.1918127543322 48.9057495257214,91.1918073899142 48.9057486470117,91.1918020254962 48.9057481640764,91.1917966610781 48.9057479404715,91.1917912966601 48.905747835448,91.191785932242 48.9057477797081))",,,,,2022-05-02,Funerary,,,,,,,Mound,,11,,,,,,,,,,,,,,,,,,,,,,
