ResourceID,Geometric Place Expression,External Dataset,External Entity,External Dataset Resource Name,Place Name,Name Type,External Resource Site Class,External Resource Site Type,External Resource Count,Cultural Period Type,Cultural Sub-period Type,Remark,Remark Type,External Entity
525d6728-b4c4-4c2d-8500-f2ba4a7acf44,POINT (88.89766667 48.46741667),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0310,"""Хотон гол-II, Булш №4""",Toponym,Burial Site,Khirigsuur,1,Bronze Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
9efbdbd1-6cc8-41a2-bef2-3eaf487387de,POINT (88.89695 48.46676667),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0311 A,"""Хотон гол-II, Булш №5-11""",Toponym,Burial Site,Khirigsuur,7,Bronze Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
92194c2f-3259-4a28-864b-5fb161bb4ca5,POINT (88.89695 48.46676667),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0311 B,"""Хотон гол-II, Булш №5-11""",Toponym,Burial Site,Kazakh Cemetery,7,Modern,,"""Modern Kazakh cemetery""",General Description,99d2f041-7dfc-436b-9922-0a8643e97897
9de4fa50-300f-4a5c-877d-610e0c7f1255,POINT (88.89716667 48.46726667),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0312,"""Хотон гол-II, Хадны зураг""",Toponym,Rock Art/Stone Inscription Site,Petroglyph,1,Undetermined,,,,99d2f041-7dfc-436b-9922-0a8643e97897
7a2cdce4-acdb-4acd-9591-57fe8dff4e24,POINT (88.90011667 48.45089583),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0313,"""Хотон гол-II, Хөшөө бүхий тахилгын байгууламж""",Toponym,Stone Stele/Memorial Stone Monument,Stele (Undecorated),1,Undetermined,,,,99d2f041-7dfc-436b-9922-0a8643e97897
a9b98a51-8c20-469a-a23a-3af9c4090a1e,POINT (88.90005 48.45736667),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0314,"""Хотон гол-II, Булш №12""",Toponym,Burial Site,Khirigsuur,1,Bronze Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
16d5339a-c4f0-4fdf-8e8d-cea595cae21b,POINT (88.90016667 48.46561667),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0315,"""Хотон гол-II, Булш №13""",Toponym,Burial Site,Khirigsuur,1,Bronze Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
fcd1b039-5d13-44a7-9ad4-3c4e7f8e4ea5,POINT (88.89401667 48.43938333),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0316,"""Хотон гол-III""",Toponym,Burial Site,Khirigsuur,1,Bronze Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
227a1efe-c19b-40fd-ae3d-ea59cf85bf27,POINT (88.90631667 48.45041667),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0317,"""Хотон гол-IIIа""",Toponym,Stone Stele/Memorial Stone Monument,Stele (Undecorated),1,Undetermined,,,,99d2f041-7dfc-436b-9922-0a8643e97897
c3e2c6e3-f847-4d3c-afbe-edbe80c5f968,POINT (88.90085 48.4418),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0318,"""Хотон гол-IIIб""",Toponym,Stone Stele/Memorial Stone Monument,Stone Man,1,Turkic Period,,,,99d2f041-7dfc-436b-9922-0a8643e97897
c3686432-4843-4ad8-ad1d-531177df4afd,POINT (88.8937 48.43706667),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0319,"""Хотон гол-IIIв""",Toponym,Burial Site,Khirigsuur,2,Bronze Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
99b562b5-ac7b-4c9c-a4e8-6a63ffd84a63,POINT (88.87351667 48.5129),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0320,"""Хотон гол-IV Түргийн тахилгын байгууламж""",Toponym,Stone Stele/Memorial Stone Monument,Stele (Undecorated),2,Turkic Period,,,,99d2f041-7dfc-436b-9922-0a8643e97897
12d55d36-05f4-47b4-9140-c77a2aad349f,POINT (88.8671 48.47903333),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0321 A,"""Хотон гол-V""",Toponym,Burial Site,Khirigsuur,4,Bronze Age,,"""The number of features is not clear""",General Description,99d2f041-7dfc-436b-9922-0a8643e97897
ac2eed30-cac7-4b7c-b627-37cce315f944,POINT (88.8671 48.47903333),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0321 B,"""Хотон гол-V""",Toponym,Stone Stele/Memorial Stone Monument,Stele (Undecorated),2,Undetermined,,"""The number of features is not clear""",General Description,99d2f041-7dfc-436b-9922-0a8643e97897
6f1a4052-a5bc-445a-a495-66976ac0fdfa,POINT (88.8671 48.47903333),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0321 C,"""Хотон гол-V""",Toponym,Stone Stele/Memorial Stone Monument,Stone Man,1,Turkic Period,,"""The number of features is not clear""",General Description,99d2f041-7dfc-436b-9922-0a8643e97897
ca1c4b27-d4af-42d2-8956-1b87734984f8,POINT (88.86948333 48.52791667),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0322,"""Хотон гол-VI""",Toponym,Burial Site,Khirigsuur,1,Bronze Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
75be9cc6-bfd9-4d54-ad28-0ee365193eeb,POINT (88.86948333 48.52791667),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0322,"""Хотон гол-VI""",Toponym,Ritual Feature/Altar,Ritual Mound,1,Undetermined,,,,99d2f041-7dfc-436b-9922-0a8643e97897
4532334e-ca2e-4822-95b5-e13458e66769,POINT (88.91555 48.53175),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0323,"""Хотон гол-VII""",Toponym,Burial Site,Khirigsuur,2,Bronze Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
441ed8fd-3ee4-45d8-ba47-51855de6435a,POINT (88.91555 48.53175),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0323,"""Хотон гол-VII""",Toponym,Stone Stele/Memorial Stone Monument,Deer Stone,2,Bronze Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
846b26ed-029a-4b56-a41f-ac6b6f32cf26,POINT (88.67271667 48.45565),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0324,"""Харган нуур-I""",Toponym,Stone Stele/Memorial Stone Monument,Stone Man,3,Turkic Period,,,,99d2f041-7dfc-436b-9922-0a8643e97897
7c7cbce1-6e3e-417c-8e13-f8d86a475fe9,POINT (88.68273333 48.46748333),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0325,"""Харган нуур-II""",Toponym,Ritual Feature/Altar,Ritual Mound,2,Turkic Period,,,,99d2f041-7dfc-436b-9922-0a8643e97897
0b8a3302-aea6-43b1-ab5c-b79637830523,POINT (88.78276667 48.50993333),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0326 A,"""Харган нуур-III""",Toponym,Stone Stele/Memorial Stone Monument,Stele (Undecorated),1,Undetermined,,,,99d2f041-7dfc-436b-9922-0a8643e97897
8a5558b2-cfac-4b06-917f-acd07159faac,POINT (88.78276667 48.50993333),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0326 B,"""Харган нуур-III""",Toponym,Stone Stele/Memorial Stone Monument,Stone Man,1,Turkic Period,,,,99d2f041-7dfc-436b-9922-0a8643e97897
3c54eaee-5515-49ee-bc0d-1983fc6df367,POINT (88.83483333 48.64633333),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0327,"""Шарь говь 4 суурин""",Toponym,Undetermined,Undetermined,1,Undetermined,,,,99d2f041-7dfc-436b-9922-0a8643e97897
c930cbcf-6fec-48b8-b2e3-290a926ca032,POINT (88.83061111 48.64077778),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0328,"""Шарь говь 4 суурингийн хадны зураг 1""",Toponym,Rock Art/Stone Inscription Site,Petroglyph,1,Undetermined,,,,99d2f041-7dfc-436b-9922-0a8643e97897
f84e443a-d926-42fb-bb77-f828e9984a98,POINT (88.83622222 48.64791667),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0329,"""Шарь говь 4 дээр байрлах дөрвөлжин чулуун байгууламж""",Toponym,Burial Site,Khirigsuur,1,Bronze Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
de05c2c9-a29c-4dd3-947e-fec165776e4f,POINT (88.83391667 48.65133333),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0330,"""Шарь говь 4 суурингийн хадны зураг 2""",Toponym,Rock Art/Stone Inscription Site,Petroglyph,1,Undetermined,,,,99d2f041-7dfc-436b-9922-0a8643e97897
c59f43ba-f52c-4dfd-8b95-1cf2ae0da32a,POINT (88.83036111 48.65583333),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0331,"""Шарь говь 4 суурингийн хадны зураг 3""",Toponym,Rock Art/Stone Inscription Site,Petroglyph,1,Undetermined,,,,99d2f041-7dfc-436b-9922-0a8643e97897
a9fbad4c-6844-42a6-b02c-6bb4bd96cebd,POINT (88.81622222 48.62941667),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0332,"""Шарь говь 4 суурингийн хадны зураг 4""",Toponym,Rock Art/Stone Inscription Site,Petroglyph,1,Undetermined,,,,99d2f041-7dfc-436b-9922-0a8643e97897
12a9a4b8-701d-436e-be4c-27a26b8531ad,POINT (88.87111111 48.535),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0333,"""Хар чулуут 1 чемурчек тахилга шүтлэг бишрэлийн байгууламж""",Toponym,Ritual Feature/Altar,Sacrificial Temple,1,Bronze Age,Early Bronze Age,,,99d2f041-7dfc-436b-9922-0a8643e97897
6f140102-c514-4244-9cce-3d97dc26a154,POINT (88.85771667 48.53176667),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0334,"""Хар чулуут 4-1 дурсгал""",Toponym,Ritual Feature/Altar,Sacrificial Temple,1,Bronze Age,Early Bronze Age,,,99d2f041-7dfc-436b-9922-0a8643e97897
78bbe7a5-9dde-40f6-a2e0-24ed05f6714d,POINT (88.85661667 48.53286667),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0335,"""Хар чулуут 4-2 дурсгал""",Toponym,Ritual Feature/Altar,Sacrificial Temple,1,Bronze Age,Early Bronze Age,,,99d2f041-7dfc-436b-9922-0a8643e97897
c94c0faa-a6dd-4584-95e4-8b083d1e10f2,POINT (93.10089733 46.16733533),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0336 A,"""Цагаан эрэг""",Toponym,Burial Site,Khirigsuur,1,Bronze Age,,"""The number of features is not clear""",General Description,99d2f041-7dfc-436b-9922-0a8643e97897
6ac573a1-29d7-4943-9d8e-678019f0a199,POINT (93.10089733 46.16733533),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0336 B,"""Цагаан эрэг""",Toponym,Stone Stele/Memorial Stone Monument,Stone Man,1,Turkic Period,,"""The number of features is not clear""",General Description,99d2f041-7dfc-436b-9922-0a8643e97897
0a5e3f85-bcc8-4d6b-888e-aeaa6c13ed32,POINT (90.825 48.38101667),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0337,"""Зурхайчийн амны Хар Хадны булгийн хадны зураг""",Toponym,Rock Art/Stone Inscription Site,Petroglyph,,Undetermined,,,,99d2f041-7dfc-436b-9922-0a8643e97897
f7fcb878-8727-414c-851d-89b32a236970,POINT (90.83706667 48.39811667),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0338 A,"""Хөх богочийн амны хиригсүүр буган чулуун хөшөө""",Toponym,Burial Site,Khirigsuur,1,Bronze Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
e8aab112-95ac-47df-8d51-02118c9c5e5b,POINT (90.83706667 48.39811667),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0338 B,"""Хөх богочийн амны хиригсүүр буган чулуун хөшөө""",Toponym,Stone Stele/Memorial Stone Monument,Deer Stone,1,Bronze Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
476879df-3a0b-4197-a89b-1d61ce121765,POINT (91.08796667 48.43251667),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0339 A,"""Хагийн хиригсүүр болон буган чулуун хөшөө""",Toponym,Burial Site,Khirigsuur,1,Bronze Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
ac3c9c23-2b12-4d1d-939c-5bc98058862d,POINT (91.08796667 48.43251667),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0339 B,"""Хагийн хиригсүүр болон буган чулуун хөшөө""",Toponym,Stone Stele/Memorial Stone Monument,Deer Stone,1,Bronze Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
2f68b460-2165-4430-949b-fb6cebb73322,POINT (91.16173333 48.31471667),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0340,"""Бийргийн хиригсүүр""",Toponym,Burial Site,Khirigsuur,1,Bronze Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
849af561-8904-447b-8ad9-017adb095069,POINT (91.16168333 48.31471667),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0341,"""Бийргийн руни бичээс бүхий хавтантай түрэгийн тахилгын байгууламж""",Toponym,Rock Art/Stone Inscription Site,Inscription/Tamga,1,Turkic Period,,,,99d2f041-7dfc-436b-9922-0a8643e97897
f6f2c38c-dd55-4d88-8501-5e6e4d3cb2e1,POINT (91.78535 48.33245),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0342 A,"""Торх улааны хойт амны дургсал""",Toponym,Burial Site,Khirigsuur,33,Bronze Age,,"""The number of features is not clear""",General Description,99d2f041-7dfc-436b-9922-0a8643e97897
3058223d-cdd0-464b-a247-33eb0b329688,POINT (91.78535 48.33245),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0342 B,"""Торх улааны хойт амны дургсал""",Toponym,Stone Stele/Memorial Stone Monument,Stone Man,33,Turkic Period,,"""The number of features is not clear""",General Description,99d2f041-7dfc-436b-9922-0a8643e97897
7c77b83c-df7b-4276-b3dd-09831a2fa6f2,POINT (88.8141 48.63101667),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0343,"""Шар говийн эхэн 1 Мөнгөн тайга хэлбэрийн тахилгын байгууламж""",Toponym,Ritual Feature/Altar,Ritual Mound,1,Bronze Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
e165cbbd-3bbf-4554-8aef-81d2661c5409,POINT (88.83444444 48.60722222),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0344,"""Шар говь 3-1 булш""",Toponym,Burial Site,Khirigsuur,1,Bronze Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
f39b0a26-da7d-4824-9a67-05f703a672d0,POINT (88.81388889 48.63166667),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0345,"""Шар говь эхний 1-р булш""",Toponym,Burial Site,Monkhkhairkhan Grave,1,Bronze Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
604f1965-68db-4553-afa3-df65065a11d5,POINT (91.07914444 48.52398333),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0346,"""Харганат I-ын Булш №1""",Toponym,Burial Site,Khirigsuur,1,Bronze Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
563b1018-7733-485c-b5f3-e64b2aef4ada,POINT (91.07921667 48.52397222),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0347,"""Харганат I-ын Булш №2""",Toponym,Burial Site,Khirigsuur,1,Bronze Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
f9e4e370-c935-4101-824c-fe3aa10cc7f0,POINT (91.07948889 48.52386111),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0348,"""Харганат I-ын Булш №3""",Toponym,Burial Site,Khirigsuur,1,Bronze Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
e213ecc7-06db-474e-bbdd-abd114542659,POINT (91.08243333 48.52509167),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0349,"""Харганат 2-ын Түргийн үеийн I тахилгын байгууламж""",Toponym,Ritual Feature/Altar,Ritual Mound,1,Turkic Period,,,,99d2f041-7dfc-436b-9922-0a8643e97897
27dca291-5664-46b6-834f-5b3cc61a2afa,POINT (91.08243333 48.52509167),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0350,"""Харганат 2-ын Түргийн үеийн II тахилгын байгууламж""",Toponym,Ritual Feature/Altar,Ritual Mound,1,Turkic Period,,,,99d2f041-7dfc-436b-9922-0a8643e97897
51b8d96e-80d5-4ce8-8e3f-231b2d8852a8,POINT (91.30548333 48.12331667),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0351,"""Баруун салаа 1–3- чулуун зэвсгийн дурсгалт газар""",Toponym,Stone Age Site,Undetermined,3,Undetermined,,,,99d2f041-7dfc-436b-9922-0a8643e97897
1aa43203-15f4-417b-b060-e9aa30eee7eb,POINT (91.3054 48.1232),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0352,"""Бэлэн Ус-1, I булш""",Toponym,Burial Site,Khirigsuur,1,Bronze Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
60fefb85-6836-4744-bd10-d419b5866d03,POINT (91.3052 48.12301667),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0353,"""Бэлэн Ус-1, II булш""",Toponym,Burial Site,Khirigsuur,1,Bronze Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
1279a5a2-c7ae-4f50-81f7-925119d878ba,POINT (91.3062 48.12286667),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0354,"""Бэлэн Ус-1, IY булш""",Toponym,Burial Site,Khirigsuur,1,Bronze Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
f9803447-37e9-4c12-96c8-121c122f8045,POINT (91.30515 48.1223),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0355,"""Бэлэн Ус-1, Y булш""",Toponym,Burial Site,Khirigsuur,1,Bronze Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
9cefc930-4f5a-44af-aee1-0021b3189294,POINT (91.30515 48.1222),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0356,"""Бэлэн Ус-1, YI булш""",Toponym,Burial Site,Khirigsuur,1,Bronze Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
a6d38fb4-f3e3-41c2-b7d0-af5bde2409ae,POINT (91.30515 48.1223),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0357,"""Бэлэн Ус-1, YII булш""",Toponym,Burial Site,Khirigsuur,1,Bronze Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
6bad0e47-22f3-4126-887d-66653ce24de7,POINT (91.3041 48.1219),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0358,"""Бэлэн Ус-1, YIII булш""",Toponym,Burial Site,Khirigsuur,1,Bronze Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
a2bc4541-5086-4ec9-8d43-c4703de39704,POINT (91.30305 48.12133333),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0359,"""Бэлэн Ус-1, IX булш""",Toponym,Burial Site,Khirigsuur,1,Bronze Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
36a3fa87-7966-4e19-baf7-3c7d5a4afc2d,POINT (92.09362222 48.0525),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0360,"""Буянт голын (ховд хотын ойролцоо) доод урсгалын дагуух дурсгал,  Рашаант улаан уул-I""",Toponym,Rock Art/Stone Inscription Site,Petroglyph,1,Undetermined,,,,99d2f041-7dfc-436b-9922-0a8643e97897
8b1f74bf-2811-4473-95c2-974d4329d074,POINT (92.11358056 48.05416667),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0361,"""Рашаант улаан уул-II, Булш 1""",Toponym,Burial Site,Khirigsuur,1,Bronze Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
68815ae7-6683-4576-8c36-ee5299949b86,POINT (92.10745833 48.05416667),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0362,"""Рашаант улаан уул-II, Булш 2""",Toponym,Burial Site,Khirigsuur,1,Bronze Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
